Gesture,Image Path,T0,T1,T2,T3,Thumb,I3,I2,I1,Index,M3,M2,M1,Middle,R3,R2,R1,Ring,L3,L2,L1,Little
cursor,hand_images\hand_11.png,"418,272","399,260","387,234","396,213","413,206","395,205","394,178","396,162","398,149","410,208","413,189","409,201","406,213","424,215","423,210","416,229","413,241","436,224","432,220","426,234","423,243"
cursor,hand_images\hand_12.png,"394,262","373,248","359,221","366,198","382,188","368,195","366,167","366,150","368,135","383,197","383,179","378,188","374,196","397,201","392,196","386,214","384,229","411,208","402,206","395,222","393,234"
cursor,hand_images\hand_13.png,"356,255","336,242","320,219","322,198","337,186","329,190","324,162","323,146","324,132","344,190","336,176","330,188","329,199","358,194","347,191","344,212","344,228","370,201","357,201","352,218","352,230"
cursor,hand_images\hand_14.png,"325,254","306,244","288,222","287,201","300,189","297,191","291,161","289,143","288,127","312,191","300,179","296,195","295,208","326,195","313,190","309,211","311,226","339,202","323,198","318,215","318,227"
cursor,hand_images\hand_15.png,"305,253","288,245","273,226","271,209","278,196","290,204","285,200","278,197","270,196","301,201","291,194","280,193","272,194","313,202","298,197","296,213","297,227","324,207","310,201","304,214","302,227"
cursor,hand_images\hand_16.png,"311,255","290,245","273,226","270,207","280,193","280,194","272,167","268,152","265,138","295,193","282,182","276,195","275,204","309,196","294,194","293,216","296,230","323,202","306,200","303,218","305,229"
cursor,hand_images\hand_17.png,"297,249","284,246","267,227","263,208","274,196","276,204","270,190","267,179","264,169","289,200","278,188","273,195","269,201","302,201","288,195","289,213","291,227","315,205","300,202","297,217","297,229"
cursor,hand_images\hand_18.png,"306,256","286,246","269,227","263,208","274,195","276,197","267,171","261,156","257,142","290,196","276,183","271,198","272,209","304,199","288,195","287,217","292,231","317,204","300,201","297,218","300,229"
cursor,hand_images\hand_19.png,"322,255","304,241","291,222","293,205","305,195","305,205","301,198","294,195","287,194","316,202","309,194","301,193","294,194","328,203","318,197","315,212","314,226","340,208","328,203","323,215","321,227"
cursor,hand_images\hand_20.png,"327,255","308,244","290,224","290,203","305,191","298,196","292,167","289,150","287,135","312,194","301,179","296,185","292,187","327,197","314,193","311,214","312,228","340,203","324,200","319,217","321,229"
cursor,hand_images\hand_21.png,"346,248","330,242","315,221","317,201","331,191","327,197","322,179","320,165","318,153","342,196","335,180","329,185","324,192","355,200","346,193","342,212","340,228","368,207","356,201","350,215","347,228"
cursor,hand_images\hand_22.png,"349,255","332,244","317,223","318,202","332,190","325,192","320,165","318,149","318,135","340,192","333,177","328,189","326,200","354,196","345,194","340,215","339,230","367,203","354,203","349,220","348,232"
cursor,hand_images\hand_23.png,"373,264","356,252","342,225","348,204","365,194","354,197","352,168","353,152","354,138","369,198","365,183","360,196","357,206","383,203","375,199","368,220","366,233","395,211","383,211","376,228","374,238"
cursor,hand_images\hand_24.png,"383,271","366,259","354,232","361,210","377,200","365,202","366,173","368,157","370,142","380,204","379,187","371,201","368,210","394,210","388,208","380,228","378,237","406,220","397,220","388,235","386,242"
cursor,hand_images\hand_25.png,"389,280","371,265","361,239","369,218","385,208","372,210","373,180","376,163","380,148","387,213","386,194","379,205","375,215","401,220","396,213","386,234","384,246","413,230","405,225","395,240","392,249"
cursor,hand_images\hand_26.png,"383,284","364,270","352,243","361,222","377,212","365,212","366,183","368,168","371,153","381,215","379,198","371,216","369,228","394,221","387,220","378,241","377,250","406,231","396,232","387,248","384,255"
cursor,hand_images\hand_27.png,"373,271","358,266","346,243","353,223","368,216","358,214","358,187","360,170","362,156","375,215","370,201","364,220","362,232","389,222","379,219","372,239","371,249","400,232","389,230","380,245","377,253"
cursor,hand_images\hand_28.png,"377,284","360,270","348,245","353,224","369,214","359,214","359,185","360,169","363,155","375,216","370,201","363,219","361,229","388,222","379,221","371,242","370,253","400,232","389,232","380,247","379,256"
cursor,hand_images\hand_29.png,"359,280","342,268","328,245","329,225","344,215","339,213","337,185","337,169","338,154","355,214","347,201","340,218","339,231","369,219","357,219","351,239","351,251","381,228","367,230","359,245","358,255"
cursor,hand_images\hand_30.png,"330,271","315,265","299,244","300,223","314,215","311,217","306,199","306,187","306,176","327,215","315,207","314,228","316,239","340,219","327,217","324,236","325,247","351,227","336,227","331,242","332,252"
cursor,hand_images\hand_31.png,"335,279","317,267","300,246","299,226","313,215","311,213","306,186","303,171","303,156","327,213","317,203","312,222","312,235","340,218","326,218","322,239","323,251","352,226","336,227","330,243","330,254"
cursor,hand_images\hand_32.png,"309,280","289,269","271,251","265,232","279,221","281,219","272,193","268,177","265,163","295,218","281,210","278,228","279,240","308,220","292,222","291,242","295,254","320,227","303,230","300,245","302,255"
cursor,hand_images\hand_33.png,"281,283","260,274","241,258","233,240","243,228","250,220","239,197","232,183","228,170","264,218","245,216","245,236","249,247","277,221","257,226","259,247","264,258","288,228","269,233","268,249","271,258"
cursor,hand_images\hand_34.png,"266,285","241,277","220,262","212,244","222,232","227,225","215,203","208,189","203,176","241,222","224,222","225,241","230,253","254,224","236,231","239,250","244,260","266,230","249,236","248,251","251,259"
cursor,hand_images\hand_35.png,"254,285","231,280","208,267","198,251","206,238","212,231","198,210","189,196","183,184","225,227","206,226","208,245","214,256","238,227","220,234","224,254","231,264","250,232","233,240","234,256","238,265"
cursor,hand_images\hand_36.png,"215,259","201,268","187,273","180,269","182,258","181,251","171,237","163,227","158,217","191,244","184,248","186,258","189,263","203,242","200,254","204,268","209,276","214,244","209,252","210,264","213,273"
cursor,hand_images\hand_37.png,"235,295","213,294","188,285","177,269","183,255","187,251","169,231","159,219","151,208","199,245","183,245","188,263","194,273","211,242","196,250","203,269","211,277","224,242","209,252","212,268","218,276"
cursor,hand_images\hand_38.png,"219,310","195,311","169,306","154,292","158,275","163,275","142,259","129,250","119,241","173,267","157,269","166,285","174,292","185,262","170,269","180,287","189,292","198,259","182,268","188,284","196,290"
cursor,hand_images\hand_39.png,"214,321","191,325","166,322","150,310","150,293","157,291","135,277","122,268","111,260","167,282","150,284","160,299","169,305","178,277","163,284","175,302","184,306","192,275","176,284","183,299","191,304"
cursor,hand_images\hand_40.png,"210,318","189,321","164,315","148,303","150,286","156,283","136,266","123,256","113,246","166,276","149,276","157,294","167,303","178,271","163,278","173,296","182,303","191,268","175,277","181,293","189,299"
cursor,hand_images\hand_41.png,"203,266","180,262","157,249","147,232","154,217","162,217","149,194","141,179","134,167","175,213","159,207","159,226","162,239","188,213","171,212","174,233","180,245","202,215","184,216","184,233","189,244"
cursor,hand_images\hand_42.png,"215,222","192,208","174,186","172,165","185,151","188,159","180,131","175,112","172,98","203,159","191,144","186,160","186,173","217,162","202,154","199,175","202,190","231,169","213,162","208,178","210,191"
cursor,hand_images\hand_43.png,"271,229","250,213","233,186","233,162","252,152","248,158","246,125","243,105","243,88","264,160","257,143","248,154","244,163","278,165","266,154","260,173","261,188","292,173","275,165","268,182","269,195"
cursor,hand_images\hand_44.png,"294,234","274,217","259,189","263,163","282,153","274,163","273,130","273,112","276,95","289,164","282,142","272,151","268,160","303,170","290,161","284,182","285,196","317,177","299,171","293,189","295,201"
cursor,hand_images\hand_45.png,"339,242","322,224","311,195","319,170","339,163","327,167","328,135","331,117","333,101","343,171","340,149","330,165","326,178","357,179","350,170","338,191","335,204","369,191","358,184","347,200","345,211"
cursor,hand_images\hand_46.png,"360,248","343,230","334,201","343,177","361,169","350,172","353,141","356,125","359,110","365,178","365,154","354,172","350,185","379,187","373,177","360,199","357,211","390,199","380,191","368,208","366,217"
cursor,hand_images\hand_47.png,"378,252","361,232","353,202","363,178","383,172","369,176","373,145","376,128","380,113","384,181","386,158","376,168","370,178","398,190","393,180","380,199","375,212","410,203","401,194","389,208","386,218"
cursor,hand_images\hand_48.png,"399,252","383,232","377,204","388,182","407,174","395,176","401,146","406,129","411,115","410,183","414,159","404,170","398,179","423,193","420,182","405,202","399,215","434,206","427,196","414,210","409,220"
cursor,hand_images\hand_49.png,"423,259","409,236","404,205","417,184","438,180","423,182","431,152","437,135","444,121","437,190","442,167","430,180","424,191","449,202","449,188","434,206","428,219","460,216","456,202","443,216","437,226"
cursor,hand_images\hand_50.png,"444,267","431,243","429,211","444,191","466,188","450,189","459,160","466,144","474,130","463,199","471,176","457,190","450,202","475,212","475,197","458,215","453,227","485,227","482,213","467,225","462,234"
cursor,hand_images\hand_51.png,"465,282","455,255","455,225","472,205","493,204","476,204","488,174","497,159","506,146","490,214","501,190","486,202","476,213","501,228","503,212","485,230","477,243","510,245","508,230","493,241","487,251"
cursor,hand_images\hand_52.png,"479,322","472,296","476,264","497,249","520,251","503,243","517,218","528,203","538,190","518,255","529,236","521,239","516,241","529,271","531,261","509,276","497,286","535,290","532,280","515,289","506,297"
cursor,hand_images\hand_53.png,"479,343","473,317","481,284","504,272","526,277","507,265","523,240","536,226","547,215","521,278","537,259","528,266","521,273","531,295","534,285","512,296","498,304","536,314","534,305","516,311","506,317"
cursor,hand_images\hand_54.png,"471,371","468,344","477,313","500,302","521,306","503,297","523,270","537,256","551,246","515,312","531,294","514,303","501,313","523,329","530,318","507,329","494,339","528,348","533,336","514,342","503,348"
cursor,hand_images\hand_55.png,"465,395","459,368","469,337","491,325","513,329","496,317","517,291","532,279","545,269","508,332","526,313","511,322","498,331","516,349","524,339","502,351","488,359","521,369","526,357","509,363","498,370"
cursor,hand_images\hand_56.png,"486,401","480,372","489,342","510,333","529,332","509,321","528,293","540,280","553,268","522,334","538,319","524,334","511,346","530,351","541,341","521,354","507,362","535,370","543,358","531,363","523,369"
cursor,hand_images\hand_57.png,"508,396","497,371","496,343","515,330","536,329","514,312","527,281","537,265","547,252","530,325","542,310","528,329","520,340","543,340","550,331","533,348","525,355","552,358","555,352","542,361","535,366"
cursor,hand_images\hand_58.png,"516,387","503,366","501,338","517,323","537,319","518,307","528,275","535,258","544,243","535,317","545,296","534,313","527,324","549,332","553,320","538,337","530,344","559,349","560,341","547,352","541,358"
cursor,hand_images\hand_59.png,"526,326","513,313","510,297","521,289","537,286","524,272","528,246","531,230","534,216","539,279","541,271","532,282","529,289","550,292","548,288","538,298","535,303","558,307","554,304","546,311","543,315"
cursor,hand_images\hand_60.png,"520,363","506,341","500,312","515,293","533,287","515,280","523,247","529,230","536,213","532,289","540,271","530,290","523,300","547,302","552,291","539,309","531,316","558,319","562,312","549,324","542,329"
cursor,hand_images\hand_61.png,"505,278","503,263","506,250","515,245","524,243","509,226","511,203","515,188","519,176","513,232","524,231","527,240","526,245","517,243","525,246","526,252","525,253","520,254","528,257","529,260","528,260"
cursor,hand_images\hand_62.png,"519,322","502,299","496,271","505,252","521,245","505,243","510,210","516,192","521,175","522,251","529,232","527,244","523,252","537,262","541,251","532,269","524,279","550,275","551,272","540,285","532,292"
cursor,hand_images\hand_63.png,"503,254","491,240","491,224","505,215","520,211","495,202","497,176","501,160","505,146","506,206","515,194","514,203","511,209","516,214","522,211","516,221","510,226","524,224","528,220","523,227","518,231"
cursor,hand_images\hand_64.png,"511,291","493,269","485,239","495,218","514,213","495,212","497,180","501,161","505,146","511,219","519,197","517,209","513,219","525,228","529,217","522,233","515,243","538,240","538,238","529,249","521,257"
cursor,hand_images\hand_65.png,"492,272","476,248","467,218","478,196","500,190","477,193","479,160","482,142","487,127","495,199","500,175","494,189","491,201","510,208","512,196","501,216","495,230","524,221","521,212","510,225","505,235"
cursor,hand_images\hand_66.png,"465,257","448,239","438,210","447,186","467,177","448,180","450,148","453,131","458,116","465,184","468,163","461,178","458,186","481,192","480,185","469,207","465,218","495,203","490,200","479,216","475,225"
cursor,hand_images\hand_67.png,"443,251","423,232","413,202","423,178","442,170","426,174","428,141","432,123","437,108","443,179","446,157","436,172","432,182","458,187","455,178","444,200","441,211","471,198","466,190","455,206","451,216"
cursor,hand_images\hand_68.png,"409,243","389,227","377,196","385,172","404,162","391,166","392,133","394,115","398,99","408,170","406,149","397,165","394,175","422,178","416,169","406,191","405,203","435,188","426,182","416,199","415,208"
cursor,hand_images\hand_69.png,"379,240","359,220","346,191","351,167","370,158","364,162","362,131","361,113","363,97","380,167","373,148","362,167","360,180","395,175","383,165","373,187","373,199","407,186","393,177","383,193","382,204"
cursor,hand_images\hand_70.png,"351,235","333,219","319,192","323,169","339,160","337,160","335,129","335,111","337,96","353,164","344,146","334,168","333,182","366,172","354,164","344,187","345,198","378,183","363,177","353,193","354,202"
cursor,hand_images\hand_71.png,"314,235","292,219","275,193","273,171","289,159","290,159","286,128","283,110","283,93","307,160","292,149","284,169","285,180","320,166","301,163","296,186","300,196","331,175","311,173","305,191","309,199"
cursor,hand_images\hand_72.png,"281,234","254,218","235,193","229,170","244,158","251,161","240,129","234,109","231,93","265,160","250,127","238,108","232,89","278,165","252,155","248,177","254,190","289,173","265,167","261,184","266,194"
cursor,hand_images\hand_73.png,"231,228","205,214","183,191","179,168","195,155","194,157","184,125","179,107","176,91","211,155","196,144","194,163","197,174","226,158","208,156","207,181","212,195","241,164","220,165","217,185","220,197"
cursor,hand_images\hand_74.png,"209,220","185,211","163,190","161,167","176,153","173,154","162,124","155,106","151,90","190,153","175,138","172,161","175,178","206,157","190,154","188,178","192,192","221,164","203,164","199,183","202,195"
cursor,hand_images\hand_75.png,"165,228","138,220","111,202","103,178","119,162","118,165","103,135","92,117","85,101","135,161","118,151","117,173","122,189","151,162","133,163","135,187","141,203","168,167","147,170","146,190","151,203"
cursor,hand_images\hand_76.png,"115,219","99,224","73,210","65,189","79,172","81,174","67,149","56,132","49,118","96,168","80,159","82,180","88,192","111,169","96,166","97,189","103,201","127,172","110,170","108,189","112,201"
cursor,hand_images\hand_77.png,"134,232","106,228","78,211","67,188","79,171","83,172","64,144","54,127","46,112","99,168","77,162","82,186","90,200","115,167","93,168","98,194","107,208","131,171","109,173","109,194","114,207"
cursor,hand_images\hand_78.png,"86,217","67,224","48,214","44,195","50,178","49,188","35,173","26,161","20,150","61,179","45,160","33,148","26,136","77,176","67,172","72,193","78,208","95,177","81,178","80,194","82,208"
cursor,hand_images\hand_79.png,"113,237","82,233","54,221","41,200","47,181","54,186","38,163","28,147","22,133","67,180","44,156","29,144","20,132","83,176","63,173","66,196","74,210","101,178","80,178","81,199","87,211"
cursor,hand_images\hand_80.png,"90,231","70,238","40,227","29,206","37,190","44,194","28,170","16,153","8,141","59,188","38,179","44,199","53,212","74,186","55,181","61,203","70,215","91,186","71,184","73,203","80,214"
cursor,hand_images\hand_81.png,"101,241","74,240","43,226","29,205","39,188","46,189","28,165","16,151","7,138","61,184","43,178","47,197","55,209","76,182","56,183","63,205","73,217","92,184","70,186","73,206","80,216"
cursor,hand_images\hand_82.png,"96,223","79,229","53,219","43,198","54,179","59,186","43,164","32,148","26,134","72,178","54,169","56,188","62,199","88,177","71,173","74,196","82,208","104,178","86,176","85,195","89,208"
cursor,hand_images\hand_83.png,"115,237","87,234","58,219","44,197","53,178","60,184","41,158","30,143","21,128","75,179","56,170","54,185","57,196","90,177","70,177","75,200","85,213","106,178","84,181","85,199","92,211"
cursor,hand_images\hand_84.png,"143,224","116,219","90,204","80,183","91,165","91,170","71,142","60,126","51,111","105,166","89,157","87,172","90,183","121,165","104,165","108,186","116,199","137,168","118,168","118,187","124,198"
cursor,hand_images\hand_85.png,"193,215","166,205","143,185","138,162","149,145","144,153","130,125","123,107","117,91","159,151","146,134","142,146","143,156","175,152","162,145","163,167","167,181","193,156","178,153","176,171","179,183"
cursor,hand_images\hand_86.png,"234,190","219,186","203,167","206,147","221,136","209,138","200,112","194,94","189,80","226,138","218,124","215,142","216,151","242,144","234,134","229,155","230,166","259,152","247,145","241,162","240,172"
cursor,hand_images\hand_87.png,"251,211","227,197","207,173","206,150","219,134","210,143","198,111","192,92","189,75","226,143","216,125","213,136","213,146","242,146","230,134","229,154","232,169","259,151","243,147","239,166","242,179"
cursor,hand_images\hand_88.png,"286,204","264,192","250,172","254,152","267,140","262,152","261,141","257,137","254,135","275,151","274,136","267,134","261,135","289,153","284,140","279,155","276,170","303,158","296,146","289,158","285,171"
cursor,hand_images\hand_89.png,"293,213","267,197","249,171","253,149","268,136","257,142","251,110","246,89","243,72","274,142","270,118","261,124","255,136","290,146","285,121","273,131","267,145","305,155","294,144","285,160","282,175"
cursor,hand_images\hand_90.png,"339,211","318,196","305,168","312,144","328,131","310,139","310,106","310,87","311,71","327,142","327,116","322,129","319,143","342,149","341,137","333,159","330,173","357,159","353,150","345,166","341,177"
cursor,hand_images\hand_91.png,"357,210","337,194","326,168","333,146","350,135","334,139","333,106","334,87","336,72","350,143","352,117","346,125","342,137","364,151","362,139","354,159","350,174","378,162","372,153","364,169","360,180"
cursor,hand_images\hand_92.png,"404,216","388,195","380,168","391,145","411,135","389,138","394,106","399,88","403,73","406,144","412,121","405,135","400,147","421,153","423,144","412,162","406,174","433,166","432,158","420,172","414,181"
cursor,hand_images\hand_93.png,"427,223","413,202","407,172","421,150","442,143","420,143","427,112","433,96","439,82","436,151","445,127","437,141","430,153","449,161","453,150","440,168","432,180","460,175","461,166","448,179","441,189"
cursor,hand_images\hand_94.png,"444,231","430,210","427,179","440,157","462,149","440,151","448,121","454,105","461,91","455,158","465,135","455,150","450,161","468,170","472,157","457,177","451,187","479,184","479,174","466,188","459,197"
cursor,hand_images\hand_95.png,"470,235","458,211","457,182","474,163","495,158","470,157","480,127","488,112","495,99","485,166","496,144","485,161","477,172","497,178","505,164","489,184","481,194","507,193","511,181","498,194","490,202"
cursor,hand_images\hand_96.png,"487,246","477,223","478,193","494,174","512,170","493,170","504,140","513,125","522,112","506,180","523,157","513,169","504,179","518,193","527,178","511,196","501,207","527,208","533,195","519,205","510,214"
cursor,hand_images\hand_97.png,"503,262","493,237","496,208","515,193","534,191","511,186","523,158","533,143","542,130","524,197","541,178","533,187","526,194","535,211","546,200","529,215","519,223","542,226","549,216","535,226","526,232"
cursor,hand_images\hand_98.png,"513,287","506,263","512,231","533,217","555,216","528,212","538,185","549,171","560,160","541,224","557,200","550,207","545,215","552,239","562,226","543,239","531,250","559,257","562,245","547,254","538,261"
cursor,hand_images\hand_99.png,"501,317","497,290","505,261","526,248","547,251","529,247","546,222","559,207","571,195","539,260","555,239","545,243","537,248","547,276","556,263","537,272","524,282","551,294","556,280","540,285","530,293"
cursor,hand_images\hand_100.png,"491,340","488,313","499,284","521,273","541,278","526,271","546,246","560,233","574,224","536,285","553,267","539,268","527,272","542,301","549,289","527,299","514,308","545,320","550,306","532,311","521,318"
cursor,hand_images\hand_101.png,"484,363","482,337","494,309","516,300","534,303","523,295","544,272","559,260","574,251","532,311","550,294","535,295","522,299","537,329","547,316","524,321","509,329","539,348","545,335","527,337","515,342"
cursor,hand_images\hand_102.png,"478,379","476,352","489,325","511,318","530,323","517,311","539,288","554,278","569,269","528,326","547,311","533,319","520,328","534,344","541,335","519,343","504,349","535,364","541,354","523,356","510,360"
cursor,hand_images\hand_103.png,"501,380","491,366","499,343","519,337","538,341","525,329","546,308","561,297","574,288","536,343","548,334","535,342","523,346","542,359","551,350","532,355","520,356","545,376","547,368","529,372","517,375"
cursor,hand_images\hand_104.png,"484,396","482,372","495,346","516,338","534,341","524,330","546,309","561,298","575,289","533,345","549,330","534,335","522,340","538,362","548,351","526,356","511,360","541,380","546,370","528,374","516,378"
cursor,hand_images\hand_105.png,"511,388","502,371","513,349","537,344","557,349","533,333","554,313","571,301","586,294","544,346","563,335","551,343","540,350","551,363","562,356","543,364","533,368","553,381","561,374","545,379","535,382"
cursor,hand_images\hand_106.png,"497,399","496,375","511,348","533,344","553,349","536,332","557,310","573,300","587,293","545,347","563,335","546,344","533,350","551,364","564,355","543,364","529,369","553,382","560,374","544,379","534,383"
cursor,hand_images\hand_107.png,"492,392","489,366","501,341","523,334","541,337","524,322","544,298","558,287","570,278","535,336","552,321","539,329","526,336","541,351","553,341","535,350","521,356","544,369","550,360","536,366","525,371"
cursor,hand_images\hand_108.png,"484,376","478,352","486,325","506,316","525,318","507,307","525,282","537,269","549,259","519,321","535,308","520,318","509,324","527,336","536,328","517,338","506,343","533,353","538,344","524,350","514,355"
cursor,hand_images\hand_109.png,"467,344","457,321","458,294","474,278","492,277","477,271","489,243","498,229","507,217","490,281","501,263","489,273","481,281","500,293","505,284","489,298","480,307","508,307","510,300","496,310","488,317"
cursor,hand_images\hand_110.png,"442,318","428,296","424,265","439,245","458,242","442,241","450,212","456,196","463,182","456,249","461,229","449,239","443,248","467,259","468,249","453,265","447,276","477,273","475,264","461,276","456,285"
cursor,hand_images\hand_111.png,"430,313","414,292","408,261","421,240","441,235","424,234","430,206","435,191","442,177","439,241","444,223","433,237","428,246","452,251","452,244","438,261","433,271","463,264","460,257","446,269","440,277"
cursor,hand_images\hand_112.png,"406,310","388,293","378,263","389,243","408,236","391,234","395,205","400,189","405,174","408,239","408,221","399,240","396,253","421,247","417,242","406,262","403,272","433,259","425,257","414,271","411,278"
cursor,hand_images\hand_113.png,"378,308","360,295","349,267","359,246","378,239","361,234","364,206","367,190","371,174","379,236","376,224","368,246","367,257","393,244","386,244","376,265","375,272","405,255","394,259","384,275","384,280"
cursor,hand_images\hand_114.png,"348,303","330,289","317,264","322,244","338,236","327,233","327,202","327,185","330,170","343,235","340,220","333,236","331,247","357,241","350,240","343,261","342,271","370,250","359,252","351,268","349,275"
cursor,hand_images\hand_115.png,"326,296","307,284","291,260","298,240","315,232","302,228","300,199","300,182","301,167","318,229","312,221","307,238","307,247","333,234","325,237","319,257","319,264","347,243","334,248","327,264","326,271"
cursor,hand_images\hand_116.png,"282,288","262,275","243,252","245,231","261,223","255,220","249,191","245,173","244,158","270,220","257,208","252,223","252,234","284,225","270,225","267,245","270,257","297,232","281,235","275,252","276,262"
cursor,hand_images\hand_117.png,"255,288","232,281","209,264","204,243","218,229","213,224","202,199","198,184","195,170","229,221","215,215","215,233","217,244","244,223","230,227","232,249","235,261","259,229","243,235","241,254","242,265"
cursor,hand_images\hand_118.png,"246,295","222,289","198,272","191,253","204,240","202,233","190,209","182,193","177,180","218,230","205,227","205,245","208,256","234,233","219,240","220,260","225,271","248,240","231,247","230,264","233,273"
cursor,hand_images\hand_119.png,"231,308","207,304","183,291","173,273","183,260","187,252","171,229","162,215","155,202","202,247","185,247","187,267","191,281","216,247","199,256","203,276","209,288","228,251","211,261","212,278","216,288"
cursor,hand_images\hand_120.png,"221,317","198,315","173,304","161,287","170,273","175,265","157,244","147,229","139,216","189,259","171,260","175,279","180,290","203,258","185,268","191,287","197,297","215,261","199,273","201,290","206,298"
cursor,hand_images\hand_121.png,"210,328","186,327","161,318","147,303","156,289","162,279","143,259","132,246","123,234","176,271","157,277","162,297","169,307","189,270","170,283","176,302","184,312","202,273","183,286","186,303","192,312"
cursor,hand_images\hand_122.png,"177,337","163,340","141,334","128,322","134,307","140,298","124,278","112,265","103,255","152,291","134,292","138,309","146,318","165,289","149,298","155,316","163,324","180,290","164,299","165,315","170,323"
cursor,hand_images\hand_123.png,"196,341","170,342","145,336","130,323","134,307","142,296","123,276","111,263","102,252","154,289","135,294","141,313","150,323","167,287","149,299","156,318","165,326","179,289","163,301","167,317","173,325"
cursor,hand_images\hand_124.png,"156,340","142,344","123,341","117,331","125,319","125,308","111,287","102,275","94,266","138,301","125,304","131,319","139,325","152,301","139,310","145,326","152,332","166,303","153,312","155,326","159,333"
cursor,hand_images\hand_125.png,"187,352","160,354","134,347","119,334","124,318","132,306","113,286","101,273","90,262","145,298","124,303","129,323","137,335","157,297","139,311","146,331","154,341","170,300","153,313","156,330","161,339"
cursor,hand_images\hand_126.png,"142,371","129,377","107,374","97,364","100,351","109,336","92,316","79,303","69,294","121,328","99,331","104,349","113,357","133,327","114,339","122,357","133,364","146,329","128,341","132,356","140,362"
cursor,hand_images\hand_127.png,"168,375","141,380","113,375","96,363","100,349","110,332","91,315","79,303","68,294","123,324","99,333","106,353","115,363","135,322","115,341","124,360","134,368","147,326","129,342","134,358","141,365"
cursor,hand_images\hand_128.png,"160,382","133,386","104,381","86,370","91,355","100,339","79,323","66,313","54,304","113,331","89,340","97,362","107,370","125,329","105,348","115,368","125,375","137,332","119,350","126,367","133,375"
cursor,hand_images\hand_129.png,"130,382","117,389","94,388","83,377","85,362","89,352","68,334","54,323","42,314","101,343","79,344","86,358","94,364","113,340","97,352","107,370","118,375","128,339","111,352","118,367","126,373"
cursor,hand_images\hand_130.png,"152,387","127,392","99,389","80,379","83,364","92,348","69,332","54,323","41,314","104,340","80,348","89,368","99,377","116,337","96,353","107,374","117,380","129,338","111,354","118,372","125,379"
cursor,hand_images\hand_131.png,"156,378","130,382","103,378","86,366","90,351","96,337","74,319","61,309","48,300","109,328","86,335","93,355","103,365","122,325","103,342","113,361","122,370","136,327","119,342","124,359","130,366"
cursor,hand_images\hand_132.png,"163,366","137,370","111,363","96,350","99,335","105,325","83,304","69,292","56,282","119,316","98,322","105,343","114,352","132,314","114,327","122,347","130,355","146,315","130,329","134,347","139,354"
cursor,hand_images\hand_133.png,"152,337","138,342","117,338","108,325","115,311","117,304","101,285","90,272","81,262","130,296","116,295","118,310","123,320","143,293","132,301","137,318","143,327","159,294","146,301","148,317","151,326"
cursor,hand_images\hand_134.png,"176,347","151,347","125,339","110,326","116,311","119,302","100,281","87,268","76,256","133,294","115,296","119,316","126,328","146,291","131,303","137,323","145,332","161,292","145,304","149,321","154,329"
cursor,hand_images\hand_135.png,"182,314","158,313","133,302","120,286","129,270","130,265","112,242","102,229","93,216","144,258","126,251","130,272","137,284","159,255","144,264","150,286","156,296","175,257","159,267","161,286","166,296"
