Gesture,Image Name,T0,T1,T2,T3,Thumb,I3,I2,I1,Index,M3,M2,M1,Middle,R3,R2,R1,Ring,L3,L2,L1,Little
dubble_click,hand_images\hand_27.png,"366,317","346,306","335,280","343,261","358,254","339,255","336,230","337,214","337,201","352,253","349,226","348,209","345,195","366,256","364,228","360,212","356,198","380,263","373,248","367,258","364,269"
dubble_click,hand_images\hand_28.png,"363,319","343,308","331,282","340,262","355,255","336,258","332,233","331,218","330,204","349,255","345,228","342,211","339,196","362,257","360,229","355,213","351,199","376,264","368,248","363,259","360,271"
dubble_click,hand_images\hand_29.png,"365,319","346,308","334,282","342,262","357,255","340,257","336,233","336,218","335,205","353,254","349,227","347,210","344,196","366,257","364,229","360,213","355,199","380,265","372,249","366,259","364,271"
dubble_click,hand_images\hand_30.png,"374,318","355,305","344,279","353,258","369,254","350,255","348,230","349,214","349,200","364,253","362,224","361,205","360,190","378,256","377,227","373,210","369,195","391,264","384,247","378,256","375,268"
dubble_click,hand_images\hand_31.png,"372,318","354,306","343,279","352,258","369,253","349,254","347,230","348,214","349,200","363,252","361,224","361,206","360,191","376,256","376,228","372,211","368,196","390,264","384,248","377,257","374,269"
dubble_click,hand_images\hand_32.png,"377,318","359,305","349,277","358,256","375,252","355,253","353,228","354,212","355,198","369,251","367,223","366,205","364,189","382,255","383,227","379,210","376,195","396,265","389,247","382,256","379,269"
dubble_click,hand_images\hand_33.png,"379,317","361,303","351,275","361,255","378,252","358,253","356,228","358,212","359,199","371,251","370,224","369,206","368,191","384,255","385,227","382,210","379,196","398,264","393,246","386,255","383,266"
dubble_click,hand_images\hand_34.png,"389,315","372,301","363,272","375,253","392,251","370,251","371,226","373,210","375,196","385,250","385,222","386,205","386,190","398,254","401,226","399,210","396,195","411,263","408,246","401,254","396,265"
dubble_click,hand_images\hand_35.png,"390,314","372,300","364,272","377,253","394,249","370,251","371,226","374,210","376,196","384,250","385,223","386,205","387,190","398,254","400,227","398,210","397,195","411,263","408,247","401,255","396,266"
dubble_click,hand_images\hand_36.png,"389,313","372,299","364,272","376,252","393,249","371,251","371,225","374,210","377,196","384,250","385,223","386,206","387,191","398,254","400,227","398,210","397,195","411,263","408,248","401,255","397,266"
dubble_click,hand_images\hand_37.png,"386,312","368,300","358,273","370,252","389,249","365,249","365,224","367,208","368,195","379,248","378,221","378,204","377,189","392,252","394,224","391,207","388,192","406,261","402,246","395,254","391,266"
dubble_click,hand_images\hand_38.png,"383,313","365,299","356,272","366,252","383,246","362,249","360,222","361,206","362,192","375,247","373,219","372,202","370,187","389,251","389,223","386,206","383,192","403,259","398,243","391,251","387,263"
dubble_click,hand_images\hand_39.png,"397,311","379,296","372,268","386,249","404,246","379,247","380,221","383,205","387,191","393,247","395,219","397,201","398,186","407,252","410,223","408,206","407,191","420,261","417,244","410,251","405,262"
dubble_click,hand_images\hand_40.png,"399,311","382,295","376,268","389,249","407,246","382,247","383,221","386,206","389,192","396,247","398,219","400,202","401,186","409,252","413,224","411,207","410,191","423,261","420,244","412,251","407,262"
dubble_click,hand_images\hand_41.png,"401,311","384,296","378,267","392,248","410,246","384,247","386,222","389,207","393,193","399,247","400,219","402,202","404,187","412,251","416,224","414,206","414,191","425,260","422,244","415,251","410,262"
dubble_click,hand_images\hand_42.png,"400,310","382,296","375,267","390,248","408,245","383,246","384,220","388,206","391,193","397,246","399,218","401,201","402,187","410,251","414,223","413,206","413,191","423,261","420,244","413,252","408,262"
dubble_click,hand_images\hand_43.png,"385,312","367,297","358,270","371,250","390,247","366,249","365,223","367,207","369,193","379,248","379,221","379,203","379,188","392,252","394,224","391,207","388,192","406,260","404,243","397,251","392,262"
dubble_click,hand_images\hand_44.png,"386,312","368,298","359,270","371,251","389,248","365,249","364,224","366,208","367,195","379,248","378,220","377,203","376,188","393,252","395,224","391,206","388,192","407,260","404,243","397,251","392,262"
dubble_click,hand_images\hand_45.png,"423,314","408,294","406,267","422,252","440,249","409,246","412,221","417,205","421,193","422,246","426,220","430,203","433,190","435,252","442,226","443,210","443,197","448,263","451,250","443,253","435,258"
dubble_click,hand_images\hand_46.png,"435,316","421,294","423,266","441,252","457,253","426,247","433,222","440,208","447,196","440,249","447,223","454,207","459,193","452,256","461,232","465,215","468,200","465,268","468,254","461,258","454,265"
dubble_click,hand_images\hand_47.png,"435,315","422,294","423,267","442,253","459,253","428,246","435,223","443,209","449,198","442,248","449,223","456,207","461,193","454,254","463,231","467,215","469,202","465,266","469,253","463,258","456,266"
dubble_click,hand_images\hand_48.png,"400,315","382,299","372,274","384,255","402,250","380,245","382,220","386,205","390,194","394,244","396,219","399,203","403,189","407,250","410,226","411,209","412,195","421,261","417,250","410,255","404,260"
dubble_click,hand_images\hand_49.png,"362,322","342,309","329,284","339,264","357,259","336,255","335,229","336,213","336,200","350,253","348,226","347,208","345,193","364,257","363,229","359,212","355,197","379,265","373,251","366,257","360,266"
dubble_click,hand_images\hand_50.png,"326,332","306,321","290,297","296,277","313,270","297,268","291,243","288,228","284,214","310,265","304,237","299,219","292,204","324,267","319,238","310,222","302,207","339,274","327,258","319,269","315,281"
dubble_click,hand_images\hand_51.png,"329,332","310,321","294,297","300,277","316,269","299,266","294,241","293,226","290,212","312,263","307,235","302,218","296,203","326,266","322,238","314,222","306,208","341,274","330,258","323,269","320,282"
dubble_click,hand_images\hand_52.png,"334,331","314,320","300,295","309,276","325,269","305,264","300,239","300,224","299,211","318,261","315,234","312,217","309,203","333,265","330,238","324,222","319,208","347,274","340,259","333,267","328,277"
dubble_click,hand_images\hand_53.png,"327,328","310,317","298,289","306,268","323,267","304,265","301,241","302,227","301,215","317,263","315,238","314,222","312,208","330,267","329,241","325,225","322,212","344,275","337,260","331,268","327,279"
dubble_click,hand_images\hand_54.png,"334,297","317,285","305,263","311,244","326,237","308,238","304,217","304,205","303,194","320,236","316,214","314,201","312,188","332,239","331,217","326,205","322,193","345,246","339,233","334,240","331,249"
dubble_click,hand_images\hand_55.png,"375,286","360,271","354,248","366,233","379,227","354,230","355,209","357,195","358,184","365,228","366,206","368,191","368,179","377,231","379,209","378,195","375,183","389,237","389,226","383,230","378,237"
dubble_click,hand_images\hand_56.png,"372,303","354,289","347,264","359,248","375,244","350,243","351,222","353,207","356,195","363,241","364,219","364,202","365,189","376,245","378,223","376,207","374,194","389,254","387,242","380,247","373,252"
dubble_click,hand_images\hand_57.png,"348,316","329,303","319,278","327,259","341,254","323,257","320,234","319,219","317,207","336,254","332,229","329,213","326,200","348,257","347,231","342,216","337,203","362,264","357,249","349,255","345,264"
dubble_click,hand_images\hand_58.png,"374,315","356,300","346,273","356,255","371,253","352,252","351,229","352,214","352,202","365,250","365,225","365,208","364,194","379,254","379,229","376,212","373,198","392,262","387,250","377,254","371,262"
dubble_click,hand_images\hand_59.png,"413,317","400,299","397,273","410,257","426,254","400,251","404,229","409,215","413,204","413,252","417,228","421,213","424,199","425,258","430,235","431,219","432,206","436,268","437,257","430,261","423,266"
dubble_click,hand_images\hand_60.png,"443,318","434,297","438,272","456,261","471,264","441,256","449,235","457,224","465,214","453,259","462,238","470,224","477,213","463,268","473,247","478,233","482,220","472,279","477,268","470,271","463,277"
dubble_click,hand_images\hand_61.png,"423,315","411,296","412,272","428,260","443,260","415,251","422,230","429,219","435,209","428,253","434,232","440,218","446,206","438,260","446,240","449,225","452,213","448,272","451,261","445,264","439,269"
dubble_click,hand_images\hand_62.png,"398,314","383,298","379,271","394,255","411,255","386,255","389,232","393,217","397,204","399,255","402,231","405,214","408,200","411,260","416,237","416,220","417,207","422,269","422,255","415,261","408,271"
dubble_click,hand_images\hand_63.png,"382,318","366,302","360,275","374,258","392,257","369,257","370,233","373,219","376,206","381,256","384,231","386,215","387,200","393,261","398,236","397,219","396,205","406,270","404,254","396,261","390,271"
dubble_click,hand_images\hand_64.png,"359,321","343,308","335,281","347,262","364,259","344,260","344,236","346,222","347,210","357,260","357,234","356,218","356,204","369,264","371,238","367,222","365,208","382,272","375,257","368,266","364,278"
dubble_click,hand_images\hand_65.png,"369,319","353,304","347,276","358,257","376,256","357,258","358,235","360,221","362,209","370,258","371,233","372,217","371,202","382,263","385,237","382,220","380,206","394,272","388,256","380,263","375,274"
dubble_click,hand_images\hand_66.png,"376,318","360,302","354,275","367,257","383,255","365,258","366,235","368,221","369,208","377,258","379,233","379,217","379,203","389,263","392,237","390,220","388,206","401,272","397,255","389,262","384,272"
dubble_click,hand_images\hand_67.png,"379,316","364,301","358,273","371,255","388,255","368,256","369,233","372,219","373,207","381,257","383,232","384,216","384,202","393,262","397,236","395,220","394,206","405,271","401,255","393,261","388,271"
dubble_click,hand_images\hand_68.png,"383,317","368,301","364,273","377,255","394,255","373,256","375,233","378,219","381,206","386,257","389,232","390,216","391,202","398,262","403,236","401,219","400,205","410,271","406,254","399,262","393,273"
dubble_click,hand_images\hand_69.png,"384,316","369,301","364,274","377,256","395,255","374,255","376,233","379,219","381,207","387,256","390,232","391,216","392,202","399,261","404,236","402,220","402,206","411,270","408,254","400,261","395,271"
dubble_click,hand_images\hand_70.png,"393,315","377,299","373,271","387,255","405,254","384,256","385,233","388,219","391,206","397,257","399,232","401,216","402,202","409,262","414,237","412,219","411,205","420,270","417,255","408,261","402,270"
dubble_click,hand_images\hand_71.png,"397,315","382,298","379,271","394,255","412,253","389,256","392,233","396,219","399,206","402,257","405,232","408,216","410,203","414,263","420,237","420,220","420,206","426,272","423,256","415,261","409,270"
dubble_click,hand_images\hand_72.png,"398,315","383,298","380,271","394,255","412,253","389,256","392,233","396,219","399,206","402,257","406,232","409,216","411,202","414,262","420,237","420,220","420,206","425,272","423,255","415,261","409,270"
dubble_click,hand_images\hand_73.png,"397,315","382,299","379,271","394,254","412,254","387,256","390,233","394,219","398,207","400,257","404,232","406,217","409,203","412,262","418,237","418,220","418,206","424,271","422,255","414,261","408,270"
dubble_click,hand_images\hand_74.png,"387,314","370,297","364,271","377,255","395,254","374,253","376,231","379,218","380,205","387,253","390,229","392,214","392,200","399,257","403,234","403,218","402,205","411,267","407,253","398,259","391,269"
dubble_click,hand_images\hand_75.png,"354,318","336,304","327,279","336,260","353,255","335,258","332,235","332,221","331,208","347,257","344,232","342,215","339,201","360,261","359,234","354,217","350,203","373,268","366,252","359,259","355,270"
dubble_click,hand_images\hand_76.png,"366,315","348,302","339,275","350,257","368,253","346,256","345,232","346,218","346,205","359,255","358,229","357,213","355,198","372,259","373,232","369,215","366,201","385,266","380,251","373,258","369,268"
dubble_click,hand_images\hand_77.png,"432,315","420,294","420,268","437,257","454,257","422,246","427,226","433,214","438,204","433,247","438,227","443,214","447,202","444,255","450,236","452,222","455,210","454,266","456,258","451,260","447,263"
dubble_click,hand_images\hand_78.png,"440,315","428,296","430,269","447,256","463,257","431,253","438,231","445,218","451,208","444,255","451,232","457,217","463,205","456,262","464,240","467,225","470,213","467,273","470,261","464,265","458,270"
dubble_click,hand_images\hand_79.png,"436,315","423,294","423,268","440,256","457,256","427,254","432,232","439,219","445,208","439,255","446,232","451,216","456,203","451,261","459,239","461,223","463,211","462,271","465,259","458,263","450,270"
dubble_click,hand_images\hand_80.png,"412,313","397,294","394,267","410,252","428,251","400,247","403,226","409,214","413,203","413,248","418,226","421,212","425,199","425,254","431,233","432,218","432,205","437,264","436,253","427,259","420,266"
dubble_click,hand_images\hand_81.png,"434,315","427,292","433,269","451,260","465,266","445,252","455,234","463,224","470,216","456,258","466,239","474,227","481,217","464,268","475,250","480,237","484,227","471,282","476,271","469,271","462,274"
dubble_click,hand_images\hand_82.png,"389,316","375,295","374,267","392,254","409,255","388,251","393,230","398,217","402,206","401,253","408,231","411,217","415,206","412,261","419,238","420,224","421,212","423,273","419,261","410,263","404,267"
dubble_click,hand_images\hand_83.png,"313,333","294,319","282,298","286,279","302,273","298,275","296,255","289,247","283,242","309,273","308,248","303,233","298,223","321,276","317,254","305,254","295,259","333,282","323,268","312,268","304,273"
dubble_click,hand_images\hand_84.png,"285,348","266,339","249,316","247,296","262,289","256,289","246,268","241,255","236,243","268,286","257,263","248,248","240,235","281,286","270,261","259,247","251,234","294,291","276,281","271,294","272,307"
dubble_click,hand_images\hand_85.png,"319,336","298,323","284,299","286,281","300,275","295,274","288,255","281,244","274,236","306,272","300,247","293,233","286,221","320,275","314,248","304,235","296,224","334,281","321,268","310,273","302,281"
dubble_click,hand_images\hand_86.png,"399,321","381,306","371,281","380,260","397,254","375,255","376,230","378,215","380,202","389,253","390,228","392,211","394,197","402,258","405,233","404,216","403,203","416,267","414,254","407,257","401,263"
dubble_click,hand_images\hand_87.png,"442,324","430,303","433,275","451,262","467,265","436,256","443,233","450,220","456,209","449,258","457,234","463,219","469,206","461,266","470,243","474,227","477,212","472,278","475,266","468,269","462,274"
dubble_click,hand_images\hand_88.png,"449,326","440,304","444,277","461,266","475,270","448,261","456,238","464,225","471,214","460,264","469,240","477,225","483,212","472,272","481,249","486,233","490,220","482,284","487,271","481,274","474,279"
dubble_click,hand_images\hand_89.png,"480,332","475,307","481,284","501,278","513,285","487,269","497,252","507,244","516,239","498,275","510,257","519,248","528,241","507,285","517,269","524,258","530,250","514,300","518,289","513,289","509,293"
dubble_click,hand_images\hand_90.png,"478,332","476,307","484,286","505,280","518,284","485,272","498,255","510,246","519,239","497,279","511,261","521,251","530,243","506,290","519,273","525,262","530,254","513,304","520,292","515,292","509,294"
dubble_click,hand_images\hand_91.png,"432,323","422,301","425,275","442,265","458,268","435,257","443,237","450,226","457,216","447,261","455,240","462,227","468,215","457,269","466,250","470,235","474,223","466,283","468,272","461,274","454,279"
dubble_click,hand_images\hand_92.png,"393,321","378,304","375,276","391,261","409,261","386,255","391,233","395,219","399,208","399,257","404,234","407,218","411,206","411,264","417,240","417,225","417,212","422,275","419,262","410,267","403,275"
dubble_click,hand_images\hand_93.png,"349,327","333,310","323,285","334,267","353,265","338,262","336,240","335,226","333,213","350,263","349,237","347,221","344,208","362,268","362,241","357,224","352,209","375,278","367,261","358,267","351,277"
dubble_click,hand_images\hand_94.png,"332,323","314,311","302,286","308,267","323,262","313,266","306,246","303,233","299,221","323,264","318,241","313,226","308,213","335,266","331,242","323,227","317,215","348,272","337,257","329,265","327,277"
dubble_click,hand_images\hand_95.png,"376,319","360,305","354,278","365,261","382,259","362,259","362,236","364,222","365,210","374,259","375,234","375,217","374,203","386,263","389,238","386,221","384,207","399,272","394,257","387,264","383,274"
dubble_click,hand_images\hand_96.png,"394,319","378,302","373,276","385,259","403,257","381,257","382,234","385,220","387,208","394,258","396,234","397,217","398,203","406,263","410,238","409,221","408,207","418,272","413,258","405,265","400,275"
dubble_click,hand_images\hand_97.png,"431,320","421,298","423,272","440,262","455,265","430,256","436,235","443,223","449,212","442,259","449,237","454,223","459,211","452,266","461,246","464,230","466,217","462,278","465,266","457,270","449,277"
dubble_click,hand_images\hand_98.png,"464,327","457,303","463,279","481,272","496,276","470,262","479,243","489,233","497,224","481,267","492,247","501,235","508,225","491,277","503,258","509,245","514,234","499,290","503,280","495,282","487,287"
dubble_click,hand_images\hand_99.png,"488,337","484,313","493,290","515,286","528,294","500,275","513,258","524,249","533,241","513,281","526,263","537,251","545,242","522,292","537,275","544,262","550,251","528,306","534,295","526,297","518,301"
dubble_click,hand_images\hand_100.png,"498,344","497,317","509,298","530,294","544,295","513,284","529,269","540,261","550,255","524,293","539,277","550,268","559,261","532,306","545,295","543,301","537,307","538,320","547,310","543,312","535,316"
dubble_click,hand_images\hand_101.png,"524,363","527,341","542,325","563,324","577,326","549,310","567,297","580,291","591,286","560,320","577,306","590,298","601,293","566,332","584,320","591,316","595,314","569,345","579,335","575,336","570,341"
dubble_click,hand_images\hand_102.png,"525,362","528,340","544,323","565,321","579,323","549,310","567,295","582,289","593,285","560,320","579,306","593,298","604,293","566,333","585,319","597,309","605,301","569,347","577,337","573,335","566,337"
dubble_click,hand_images\hand_103.png,"504,356","504,335","516,317","539,315","554,320","524,296","542,281","555,273","565,266","537,304","556,288","570,278","581,270","544,316","561,301","572,290","580,282","549,332","557,323","556,318","554,316"
dubble_click,hand_images\hand_104.png,"450,330","445,306","451,282","469,272","485,277","464,265","476,246","486,235","494,226","475,271","487,251","496,238","504,227","483,281","495,262","502,248","507,236","490,295","493,284","487,283","481,284"
dubble_click,hand_images\hand_105.png,"388,326","372,307","368,279","385,263","404,263","382,258","385,236","389,222","392,210","395,260","399,236","401,221","403,207","406,266","411,243","410,227","411,214","417,277","413,264","405,268","400,276"
dubble_click,hand_images\hand_106.png,"348,327","333,313","325,285","336,267","354,266","339,265","337,242","337,229","336,216","351,266","350,241","348,225","345,211","363,270","363,244","358,227","355,214","375,279","366,263","356,271","351,282"
dubble_click,hand_images\hand_107.png,"354,325","338,310","330,285","340,267","357,264","345,264","344,241","345,228","345,215","357,264","357,240","356,224","354,211","369,269","371,245","366,229","363,215","381,278","374,264","364,269","358,278"
dubble_click,hand_images\hand_108.png,"423,325","411,302","414,274","432,265","450,267","423,263","431,242","438,229","444,219","436,266","444,244","450,229","453,216","447,273","456,252","459,235","460,222","456,284","458,271","450,269","442,271"
dubble_click,hand_images\hand_109.png,"460,329","453,306","461,280","481,272","496,279","467,269","478,249","489,238","497,229","479,274","492,254","502,240","511,229","489,284","504,264","510,250","516,238","497,296","503,282","495,286","486,293"
dubble_click,hand_images\hand_110.png,"457,328","449,304","457,278","477,270","490,278","463,268","474,248","483,237","492,227","475,273","488,252","497,238","505,226","486,283","499,262","506,247","511,235","495,295","500,280","491,284","483,291"
dubble_click,hand_images\hand_111.png,"450,324","442,302","448,276","467,267","483,273","456,265","466,245","474,233","482,223","468,270","479,248","487,234","494,221","478,278","491,258","496,243","501,230","487,290","491,276","483,280","475,287"
dubble_click,hand_images\hand_112.png,"450,323","442,301","448,275","466,267","481,274","455,265","465,244","473,233","480,223","467,269","478,248","486,234","493,222","477,278","489,258","495,242","499,230","486,290","490,276","482,279","474,286"
dubble_click,hand_images\hand_113.png,"433,320","424,298","427,273","445,263","461,267","437,259","444,239","452,228","458,217","449,262","457,242","464,228","469,216","458,270","468,250","472,235","475,223","467,281","470,269","462,272","453,279"
dubble_click,hand_images\hand_114.png,"407,315","394,297","394,270","409,256","427,259","404,256","409,235","414,222","418,211","417,259","422,236","426,221","429,208","428,266","435,242","436,227","437,214","438,275","437,260","429,265","423,273"
dubble_click,hand_images\hand_115.png,"409,313","397,294","397,268","413,256","430,257","409,256","413,235","418,223","423,212","421,259","426,237","429,222","432,210","431,266","439,243","440,227","442,214","441,276","440,260","432,265","425,273"
dubble_click,hand_images\hand_116.png,"412,313","400,294","402,268","418,256","435,258","413,257","418,237","422,225","427,213","424,260","430,238","434,223","437,211","435,267","443,244","444,229","446,216","444,277","444,261","436,265","429,273"
dubble_click,hand_images\hand_117.png,"413,313","401,294","403,268","419,256","437,258","414,257","419,237","424,225","429,214","426,261","432,238","436,224","439,212","436,268","445,245","447,229","449,216","445,278","445,262","436,266","429,275"
dubble_click,hand_images\hand_118.png,"415,313","404,294","405,268","422,256","438,259","417,258","422,237","427,225","431,215","428,261","434,239","438,225","442,213","438,268","447,246","449,230","451,218","448,278","448,262","439,266","432,274"
dubble_click,hand_images\hand_119.png,"416,313","404,293","406,268","423,256","440,258","418,258","423,237","428,226","433,215","429,261","435,239","439,225","443,213","439,268","448,246","450,231","452,218","448,278","449,262","440,266","433,274"
dubble_click,hand_images\hand_120.png,"414,312","402,293","404,267","420,256","436,260","415,257","420,237","426,225","430,215","427,260","433,238","437,224","440,212","436,267","445,245","447,230","449,218","446,277","446,262","438,265","431,273"
dubble_click,hand_images\hand_121.png,"385,312","370,296","368,271","381,256","397,255","378,257","380,236","383,223","385,211","390,258","392,235","394,220","395,207","401,263","405,240","405,224","404,211","411,271","409,256","400,262","393,272"
dubble_click,hand_images\hand_122.png,"375,314","360,298","356,274","368,259","384,256","366,259","366,238","368,225","369,214","377,260","379,236","379,221","379,208","388,264","392,240","390,225","389,211","399,272","396,257","388,264","383,273"
dubble_click,hand_images\hand_123.png,"346,330","331,317","323,293","332,275","349,271","330,274","328,252","329,238","329,227","342,273","341,249","339,234","338,220","354,277","354,252","350,237","347,224","366,284","359,270","353,278","350,289"
dubble_click,hand_images\hand_124.png,"340,341","324,329","316,303","325,286","340,283","322,285","320,264","320,252","319,240","333,284","331,261","330,246","328,232","345,287","345,263","341,249","337,236","357,294","351,281","345,290","343,302"
dubble_click,hand_images\hand_125.png,"370,344","354,328","348,305","357,290","370,287","350,287","349,267","351,254","353,243","361,286","361,265","362,250","363,237","373,289","375,270","375,255","374,244","385,296","383,287","378,289","373,294"
dubble_click,hand_images\hand_126.png,"390,358","381,340","379,319","390,306","405,306","380,297","385,278","390,266","395,257","391,297","396,278","401,265","406,254","401,303","407,285","410,273","412,262","411,313","413,303","409,307","406,312"
dubble_click,hand_images\hand_127.png,"409,357","400,342","403,319","417,308","431,308","406,297","414,278","422,267","429,258","417,300","426,279","434,267","440,256","427,307","436,288","442,276","447,264","436,318","440,308","435,313","430,320"
dubble_click,hand_images\hand_128.png,"411,321","402,306","400,286","409,271","421,263","402,259","408,239","413,227","418,217","413,260","419,238","424,225","428,214","423,265","429,246","433,233","437,222","433,276","436,267","433,268","431,270"
dubble_click,hand_images\hand_129.png,"398,282","387,267","383,245","390,229","401,223","381,222","384,202","388,191","392,182","391,222","394,201","397,189","400,179","402,225","404,206","406,194","407,184","413,231","414,217","413,209","414,201"
dubble_click,hand_images\hand_130.png,"363,246","347,232","339,208","348,192","359,187","337,191","337,171","339,158","340,148","348,189","347,168","347,155","347,143","359,192","358,172","357,159","355,147","371,197","367,188","361,188","357,189"
dubble_click,hand_images\hand_131.png,"298,248","280,235","267,214","270,197","279,189","267,195","263,176","261,165","259,154","277,193","272,174","267,162","263,151","289,196","283,178","273,170","266,164","301,200","293,192","283,193","276,195"
dubble_click,hand_images\hand_132.png,"259,261","240,253","227,232","230,213","242,207","226,215","219,194","216,182","213,171","236,211","231,188","226,175","222,164","248,211","242,192","232,185","223,180","260,213","254,203","247,208","243,214"
dubble_click,hand_images\hand_133.png,"213,292","194,286","179,268","180,249","189,239","181,247","172,228","166,216","161,206","192,242","182,220","174,207","168,196","203,241","194,218","185,207","177,197","216,243","206,233","199,241","195,251"
